Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
ADM,AZO,-7.635419278777741,2.4511664663873746e-10,0.08259670664791012,4
AZO,CNC,-6.645705250073486,5.824274484941402e-08,0.1377920717283592,4
AZO,AES,-6.5519285230760715,9.575163006914566e-08,0.09001167303040732,4
AZO,WMB,-6.448141725263534,1.651428296103139e-07,0.08351805888599155,4
AZO,STZ,-6.230115058587321,5.093444540921402e-07,0.062602231092835,4
ATO,AIZ,-5.848707528742841,3.417502432608935e-06,0.055958621442012545,4
PLD,REG,-5.780157269231112,4.764832492127694e-06,0.030334322983814804,3
BDX,DGX,-5.700422757163779,6.985679742090288e-06,0.021670965728290387,4
CTSH,CSX,-5.60679272374736,1.0886603816781662e-05,0.10593439253344125,4
AZO,AME,-5.571076300341001,1.2873176772100227e-05,0.029135977527267966,4
GRMN,DECK,-5.364289491209815,3.3356012161861217e-05,0.047793361077230236,4
GPC,BALL,-5.305846928869801,4.34009202022221e-05,0.02600519781564423,4
MLM,ATO,-5.2901444088734255,4.656078642744401e-05,0.0500160146774142,4
APD,D,-5.266832943469597,5.166269131356368e-05,0.02469114916621956,4
GPC,RJF,-5.255370528536408,5.4364192773117005e-05,0.048949448197213544,4
ATO,DGX,-5.236010465506053,5.923771865177587e-05,0.02096913753450973,4
PH,DHR,-5.21452086030865,6.513790538766135e-05,0.06915876961001054,4
LH,MHK,-5.212320897521521,6.577277871727472e-05,0.020071536649191642,4
DGX,PPG,-5.18074836309177,7.556395878703976e-05,0.020411746403688955,4
J,HSY,-5.141523116277652,8.968204810911661e-05,0.028632745208285064,4
