Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
GOOGL,GOOG,-inf,0.0,5.630894498238116e-08,1
CRM,AME,-5.762532525671226,5.187257183664337e-06,0.06100847636239944,1
TPR,DIS,-5.724386547780903,6.229708978926188e-06,0.023958299229887573,3
EMR,CHD,-5.243832011108699,5.7220332479728744e-05,0.03805946317218209,1
FFIV,MKC,-5.2159954355186375,6.471566118509404e-05,0.1278568454138928,1
TPR,EMN,-5.1682665697515136,7.98077571498336e-05,0.025175604270965605,3
DIS,SPG,-5.121941545900566,9.764250052455378e-05,0.025377315375115738,3
FFIV,RMD,-5.074525662179251,0.00011981345443165904,0.07445035875835702,1
COO,PNW,-4.978602456276463,0.0001802187723468809,0.06156782677602228,1
DHR,SBUX,-4.9679050919818355,0.00018852243021427162,0.03475451061021603,1
NOC,EMR,-4.954289872074949,0.00019961853260104927,0.02136946223316339,1
BDX,MDT,-4.95275258015789,0.00020090973152640126,0.030787856546556212,1
EMR,HAS,-4.931416502382152,0.0002196711270544697,0.04223096294691412,1
RTX,WM,-4.844982226340134,0.00031411790705178106,0.018177494619370446,1
GD,MKTX,-4.784454173512887,0.00040194443287819255,0.06342982500413535,1
NDSN,ALB,-4.759913163912744,0.00044378807763051364,0.03177632577964374,3
CTSH,MKC,-4.7298044581928425,0.0005007515508043347,0.06066285003784656,1
COO,CMS,-4.7230908976342985,0.0005143613323072816,0.055683866499208666,1
LUV,UAL,-4.7094548290702685,0.0005430855322402291,0.26854952039188346,3
PNW,JNJ,-4.689189527778758,0.0005885804643552614,0.036724958527961205,1
