Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
CMI,NRG,-5.5316897675941865,1.54702519313849e-05,0.12506169052038446,2
RJF,MTD,-5.360197148093525,3.397947585137178e-05,0.01730042310980186,2
TROW,TRMB,-5.302393780805705,4.4077612198638e-05,0.09870174960884481,2
MAA,PSA,-5.288091038222589,4.698998631948324e-05,0.020459871775039683,3
NTRS,RF,-4.9544611030869135,0.00019947520227356095,0.014843853366361378,2
GPC,ITW,-4.93018851138596,0.00022080012911473407,0.01789503226282487,2
BEN,GRMN,-4.782721266865314,0.0004047722326738878,0.030345997865732298,2
FMC,PH,-4.775625829139257,0.0004165481052767169,0.1139388183714736,2
ORLY,AMZN,-4.761713891478324,0.00044058296982994077,0.09286726769596304,2
XYL,DD,-4.743452909981657,0.00047412389741340944,0.02995627159768824,2
EXPE,AIZ,-4.743368656022863,0.00047428409528125104,0.03365700932892401,2
CSX,GEN,-4.731969968353453,0.0004964345737301832,0.03635869419969136,2
TXT,NDSN,-4.685044222106466,0.000598318427256606,0.030099783839797497,2
EQR,KIM,-4.533687252623358,0.0010775134474410495,0.018800899908436797,3
CMS,PNW,-4.5244367312705425,0.0011161842472322682,0.012092055741710564,3
DLTR,COO,-4.473127840725957,0.0013552862472854506,0.028451882732626704,2
GS,CFG,-4.46360916832007,0.001404588725575558,0.01779722169970707,2
STT,MS,-4.432830177756787,0.0015756830216013002,0.025924479352473342,2
WTW,A,-4.387664538527666,0.0018620943911439752,0.022162914281566977,2
CMS,XEL,-4.375021885923607,0.0019505203776749001,0.00944465801418968,3
