Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
ESS,WRB,-5.500987339864644,1.7839074065024015e-05,0.040318213758328975,1
ETR,PPL,-4.88212434177694,0.0002695847079396329,0.02850677486733529,1
KIM,REG,-4.752197631673954,0.0004577719264151018,0.04541384931977982,1
EBAY,ALGN,-4.5189350656105445,0.0011397945826169065,0.39553814830966516,1
EBAY,KIM,-4.512769927989384,0.0011668063106884375,0.07573296869297247,1
UDR,WRB,-4.468027707336225,0.0013814984188400237,0.053034865677347796,1
CCI,SBAC,-4.392272731326658,0.0018307991310987405,0.37312736710270117,2
TPR,PCAR,-4.35521671597042,0.002096900406543527,0.045661892655726705,4
ESS,UDR,-4.21374133468497,0.0034767192806895593,0.019050027395112395,1
EBAY,FRT,-4.181103493357954,0.003895751455614826,0.08409420729365487,1
MAR,SNA,-4.091044609865876,0.005302916742736002,0.026891573306761472,4
FRT,REG,-4.036400770909674,0.006368000246510933,0.03553059407434071,1
EBAY,REG,-3.9890572862831095,0.007443511418133792,0.11592628772512041,1
ALGN,FRT,-3.9787837071365137,0.007697506264565162,0.46858363327554803,1
CPT,EQR,-3.97745156981435,0.007731006451686406,0.014928061583374045,1
TPL,WMB,-3.8947535356308998,0.010085969406500488,0.4234417581648688,1
FRT,KIM,-3.8664410127875706,0.011028749701677932,0.01777284476021438,1
EBAY,WMB,-3.832128168344505,0.012276037685215218,0.34641035880907467,1
GRMN,EIX,-3.7603828339582446,0.015295519279679754,0.13460172865105735,1
HAS,ESS,-3.6476464139966778,0.021364562280460138,0.0834007429160284,1
