Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
GOOGL,GOOG,-inf,0.0,5.507779954398467e-08,0
CMI,TXN,-6.182601425871513,6.487493826432726e-07,0.04424151249513325,2
T,CNP,-5.354694080891946,3.48355683827988e-05,0.05064549410878718,0
ALGN,PPG,-5.272200999542601,5.04423074568192e-05,0.04974288023867914,2
BIIB,MKC,-5.186476850530302,7.368947180149444e-05,0.017022939975881547,0
DVA,JNJ,-5.108847975984645,0.00010333777211254919,0.04018838584416324,0
KMB,CNP,-4.995062261061358,0.0001681188556495188,0.030101329798985253,0
COF,WFC,-4.890220850395692,0.00026070660826031693,0.017148062243046668,2
VZ,CNP,-4.851216170105702,0.00030618588300067626,0.0347436491507896,0
ROL,DOC,-4.821614300733036,0.0003456185777232623,0.02077824196697896,0
CNP,NEE,-4.802225077138745,0.0003740035620709632,0.02313263215153747,0
J,APD,-4.77071777177595,0.00042488238604115246,0.04379157130461072,2
BIIB,CNP,-4.738023306894745,0.00048455267423282877,0.04513940780172883,0
EQIX,SHW,-4.461264364375853,0.0014169877078556545,0.03470356724394202,2
D,MO,-4.460342298542818,0.001421891331600466,0.04335632368088481,0
CNP,MKC,-4.413229427125401,0.001694540158678073,0.03688008423907629,0
APD,PRU,-4.381328682657398,0.0019059333992005167,0.06432022573883196,2
WEC,XEL,-4.344532546423583,0.002180029118305918,0.022364697080245396,0
SO,WEC,-4.336401533360496,0.0022453253528397807,0.03494141268185166,0
J,HES,-4.3140835744704065,0.0024339614587534607,0.055412715878601505,2
