Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
PH,LRCX,-5.702478230226102,6.917495951554706e-06,0.03467041499634965,2
AMZN,PH,-5.414403308811262,2.6560612370248717e-05,0.028205406397912577,2
CPT,EQR,-5.108093845742574,0.00010367528702527528,0.01942083146277297,4
AMZN,IR,-5.057536483549849,0.00012886954904682102,0.0303292239210817,2
IR,LRCX,-5.026881064772881,0.00014688789629139422,0.033919444680797675,2
TT,HLT,-4.985782395353683,0.00017484205081021322,0.029386584324552302,2
FICO,ROP,-4.924788606977842,0.00022583052765796788,0.11363415751056286,2
MAR,CTSH,-4.900803847403713,0.0002495199197818896,0.03556801674848825,2
APH,LRCX,-4.8137028885003454,0.0003569450090408431,0.043822784659521545,2
CBOE,AIZ,-4.758062350777633,0.0004471052768171548,0.025398701479496834,3
HLT,UBER,-4.718300006842064,0.000524285973143787,0.08246622622713339,2
GE,HIG,-4.680393832211369,0.0006094234133040019,0.022269152331380927,3
ADSK,URI,-4.644259420571343,0.0007025617677711614,0.06864683290592695,2
APH,URI,-4.634272118593322,0.0007305736807414347,0.06549112157042397,2
BAC,HBAN,-4.578519018292834,0.0009072198383093462,0.0180671362987381,1
TT,KLAC,-4.501391179717763,0.0012182375638045515,0.035964696585589186,2
APH,PH,-4.460660121567136,0.0014201993393893467,0.024400338276329557,2
TT,UBER,-4.457076219642051,0.001439388069498847,0.0695969684219593,2
FICO,ANET,-4.450392268766717,0.0014758215817749574,0.044163524395950546,2
APH,ACN,-4.419271888751407,0.0016570391615847093,0.02349499984104577,2
