Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
AMCR,URI,-6.817128745118012,2.3220556978470776e-08,0.1027541203640426,2
AXP,RJF,-6.811788557806233,2.3900215570092833e-08,0.04487973449005038,2
WYNN,PNC,-5.793583267114332,4.4656531206048904e-06,0.11414049797781994,2
IPG,RJF,-5.7202791025835875,6.3533914606550326e-06,0.045885316721730934,2
BKNG,PARA,-5.578533447332644,1.2431402304084465e-05,0.17940921746622507,2
DIS,CE,-5.532727865441624,1.5395722607198742e-05,0.04402704927112828,2
RTX,MTB,-5.495688356068595,1.8281889266034646e-05,0.043440685874288565,2
HBAN,KEY,-5.480907457250967,1.957388956803409e-05,0.03801745924677087,2
AMCR,EMN,-5.441759335600998,2.3436006962787488e-05,0.06460503824982576,2
LOW,A,-5.433952981154463,2.4289531365132115e-05,0.10806597667387881,3
HD,CRL,-5.402915670848505,2.7989188968879762e-05,0.0565089928647321,3
C,SLB,-5.298645221186992,4.4823671834767005e-05,0.10084130039225477,2
ZBH,YUM,-5.26054372363065,5.312857497617306e-05,0.04241984166773095,3
NVR,PHM,-5.256735835061376,5.403543567465876e-05,0.10377168150307407,2
CZR,LYB,-5.249275675746676,5.585535906628862e-05,0.34546319899045524,2
LKQ,SNA,-5.216307893638869,6.462652654301217e-05,0.06830958711339877,2
CBRE,KEY,-5.215195411769715,6.494442094059582e-05,0.07072300940509767,2
IR,CSX,-5.187516526587315,7.335407901205015e-05,0.06389129623846254,2
BAC,RJF,-5.1667760748136216,8.032952280123115e-05,0.037843635313454346,2
GS,CDW,-5.158870306380463,8.315210343340044e-05,0.03464884092745436,2
