Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
GOOGL,GOOG,-inf,0.0,7.769726171114663e-08,3
FICO,CL,-5.923640676593431,2.368090278948616e-06,0.1531287198315689,3
USB,MTB,-5.60786695072017,1.083170756838091e-05,0.012208540753582122,3
DVN,EOG,-5.34400481380309,3.65581575588972e-05,0.028872339749075084,1
CAT,RJF,-4.829000558266382,0.0003353518841458352,0.043727152497790786,2
USB,WFC,-4.548363156048651,0.0010187236151847137,0.017804934928352386,3
CAT,NSC,-4.49178162925465,0.0012633126235006378,0.03358739290827278,2
AEP,SO,-4.2431941470478725,0.003134510876892217,0.010824567842167872,3
LNT,DIS,-4.1737356742974985,0.003996528960188746,0.024649327748843503,3
EQIX,CBRE,-4.127162327554004,0.004690716862717274,0.04617734890844749,2
AKAM,CSX,-4.082316346283235,0.005461372083949417,0.0867383550518634,2
DOV,TMO,-4.002169707862707,0.007130318633001053,0.023034857502862865,3
CPT,ESS,-3.8645175161740126,0.01109556221767898,0.022744945610437054,3
ZBRA,LEN,-3.789793977439881,0.013986417388324393,0.040885418139888094,2
EXPD,GRMN,-3.665031397042699,0.02031004360284677,0.05869745198120753,2
WM,TMO,-3.547840163276719,0.02838362490525616,0.022433582720143095,3
LMT,UDR,-3.52799315945797,0.029993235385328776,0.024663579653541438,3
NSC,UNP,-3.5164645699409522,0.03096348608513921,0.028716976256320127,2
AVB,ESS,-3.4884278578777015,0.03343511361084091,0.01608190574202381,3
