Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
GOOGL,GOOG,-inf,0.0,6.292619588566698e-08,2
TAP,CHD,-5.918210588988684,2.4321802431770026e-06,0.032143206362465766,3
BKNG,CE,-5.224376279210241,6.236522022429052e-05,0.0394496551806799,3
AFL,TMO,-4.96352004829396,0.00019203041927988708,0.01941024406246924,3
AFL,BALL,-4.625452711080491,0.000756179172485783,0.03180940636045421,3
BKNG,PKG,-4.592394624187856,0.0008598517233768922,0.10319917223983914,3
IBM,HPQ,-4.591298726320803,0.000863506822205161,0.018070266925856344,2
SLB,WMB,-4.58593060914214,0.0008816222851340739,0.06494785462200803,3
HUBB,PH,-4.542189538726274,0.0010430788780447485,0.029370336398995625,3
TT,GWW,-4.350971570784475,0.002129572148763194,0.031758735790938464,3
HON,CMG,-4.347094088402244,0.002159825476862804,0.06446147476500096,3
PCAR,TXN,-4.342141886037609,0.002199042622605649,0.046163177324965395,2
BALL,MCD,-4.289851411105229,0.002655280880344675,0.02391424323939366,3
NOC,BWA,-4.269598141740576,0.0028543449654584376,0.09158656985231887,3
IEX,GWW,-4.236526681527555,0.003209149544739154,0.029833737425611965,3
CVX,OXY,-4.200380536390168,0.0036429882443344153,0.031609021086729895,3
RTX,APD,-4.200026378333748,0.0036474931559497556,0.02159502980509096,3
DLTR,NRG,-4.086739982264174,0.005380534129491995,0.049125868042361756,3
CVX,XOM,-4.081592982531856,0.005474695413337713,0.021578223233088726,3
TT,IEX,-4.06999262279217,0.005692430801563386,0.051133276863651884,3
