Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
GOOGL,GOOG,-inf,0.0,5.615425931928169e-08,2
ERIE,GL,-5.753761285189145,5.410816627679623e-06,0.024650704749421742,2
EL,AVGO,-5.5522556013063555,1.4056725608667458e-05,0.03119511748078679,2
ANSS,ADI,-5.524910081896039,1.5965637645893583e-05,0.027738722147265936,2
HSIC,CNC,-5.366171054860895,3.307306770089512e-05,0.07438630039331097,2
CPRT,EXR,-5.316586219584241,4.135964038403684e-05,0.029917921405578498,2
CPRT,COR,-5.2881376109265075,4.698020959643318e-05,0.028988238289767026,2
UNP,GEN,-5.268404607306242,5.1302481222835165e-05,0.023561476171632057,2
COR,CNC,-5.214042091898689,6.527556783414266e-05,0.05590333080855928,2
LULU,FAST,-5.209872030289894,6.648645999293828e-05,0.19176598880515536,2
HD,NXPI,-5.202377071321725,6.8717173312804e-05,0.2960489885963632,2
TRV,SPG,-5.186915334898078,7.354784077666646e-05,0.016654190149319684,2
CPRT,CNC,-5.167801743885684,7.997012574483945e-05,0.0619815319099808,2
CSGP,CE,-5.055126995151088,0.00013020566516996343,0.040790583798376086,2
PLD,ERIE,-5.0291363641018085,0.000145484351238362,0.030974958248756453,2
UPS,GPC,-5.012575205217479,0.00015609619175110728,0.03304763732637817,2
AJG,URI,-4.98066404215424,0.00017865904456613457,0.2090901593682336,2
ERIE,EL,-4.97705386085735,0.0001813989070596007,0.06978556803169012,2
NDAQ,ATO,-4.960596810473725,0.0001944033957034054,0.06195272987532541,2
GL,EL,-4.957462628424986,0.0001969785963882217,0.08939776417345374,2
