Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
CPT,ESS,-6.913747861723798,1.3748252038883156e-08,0.019840541503642437,4
AMP,JPM,-6.627949529976701,6.401248672626469e-08,0.023320402816539396,1
ELV,CMG,-5.519126549707061,1.64003198133586e-05,0.10457474824698205,3
L,FI,-5.160281961559785,8.264123454520536e-05,0.035929326458175405,3
PNR,RJF,-5.06142844358854,0.00012673897354460931,0.03268160241534513,1
ETR,CMS,-4.987407232936883,0.0001736466636640154,0.015474250554588374,3
WM,CINF,-4.976237072755,0.000182024315246292,0.03283050724531192,3
CAT,RJF,-4.875013931720075,0.0002776174517247758,0.06541701941158568,1
AMP,TROW,-4.808093090107833,0.000365188261471948,0.026233446407007338,1
PRU,FIS,-4.788597403831606,0.00039525894062353317,0.04891803227365019,3
FE,CMS,-4.764497496374091,0.00043567143807427515,0.012471463525944214,3
BSX,ELV,-4.764334112713208,0.00043595828549310145,0.07310339935312402,3
WFC,DOV,-4.755827222062863,0.0004511425029636223,0.03590248654594515,1
HUBB,PNR,-4.684347612044328,0.000599969688444433,0.031796092511890126,1
AMP,GM,-4.6816918346165135,0.0006063044556809277,0.08310636199631885,1
ETR,FE,-4.6789386508151125,0.000612938012967415,0.018193034361155064,3
TROW,HLT,-4.613891819638157,0.0007910219003462458,0.030171833859778046,1
MAA,UDR,-4.517285067610595,0.001146965990638436,0.025810951485313396,4
CHD,TSCO,-4.501335763731991,0.0012184931414449263,0.06703628695453066,3
ANET,AVGO,-4.455741417397155,0.0014465963078540494,0.053011639682447306,2
