Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
UNH,AIZ,-6.005349964775684,1.5808983587836894e-06,0.02511448181996221,4
DOW,EOG,-5.815337969787972,4.0192109393175446e-06,0.1590350719341707,3
GD,AOS,-5.6929580122657315,7.238822767656569e-06,0.027753467186288475,4
PNC,EMR,-5.554966910502638,1.3879957659832269e-05,0.0813608904317339,4
ALLE,LIN,-5.392065443481422,2.9406295593981613e-05,0.03423510241679165,4
TT,LKQ,-5.34520916074989,3.636005318141965e-05,0.042893995966262644,4
COP,VLO,-5.29554732035151,4.5449379137436186e-05,0.053151096307241005,3
AMAT,NXPI,-5.293828015912784,4.580025381542531e-05,0.13943827492224142,2
TPR,TRV,-5.196843506356715,7.040997673136306e-05,0.21673136696730455,4
UNH,PPG,-5.169731302076033,7.929817314318876e-05,0.030856034731086925,4
BX,STX,-5.153795479371366,8.50137400423654e-05,0.05156516666831148,4
SYY,HST,-5.107763139972557,0.00010382362831128204,0.0768665687244985,4
BLK,XYL,-5.078099228030802,0.00011798752384819798,0.03603581775945991,4
IPG,HCA,-5.036764808959632,0.00014083112351583442,0.05721755933688142,4
NTRS,LKQ,-5.001434770953777,0.0001636454419311544,0.043114991746969936,4
AXP,WMB,-4.997759614270637,0.00016621131214655322,0.06684050281756292,3
BEN,WY,-4.970974861840581,0.00018610303596060176,0.0696674396691959,4
HLT,CVX,-4.939963010780823,0.00021196423547828344,0.04671691498781623,3
HCA,L,-4.935411110556705,0.00021603636848648846,0.024970774314186962,4
TRMB,QRVO,-4.930988430567902,0.00022006406725152668,0.05414124548633827,2
