Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
PCG,XEL,-5.512784902490395,1.68900897524526e-05,0.1702949764891526,3
TGT,HD,-5.452893907367087,2.2268469329921065e-05,0.10789758342108267,3
HD,CMS,-5.384133565805552,3.0485720343879246e-05,0.1822292471554987,3
BAX,HIG,-5.305009532474339,4.356409638507006e-05,0.08061046268509897,3
TROW,ADP,-5.287294844754367,4.715742904072066e-05,0.03864066142129925,3
AXON,EVRG,-5.180626647009278,7.560427839265011e-05,0.3301271888483302,3
AEP,DUK,-5.0245419841615115,0.0001483572183596915,0.06039091244953675,3
PWR,PAYX,-4.962482377653377,0.00019286958844087662,0.681271029511698,3
SLB,LUV,-4.919750861088478,0.00023062160826475633,0.053881127212876544,3
AEP,MET,-4.818666267426596,0.0003497987828962724,0.06875512138283242,3
AXON,PCG,-4.81778001504546,0.00035106478599476135,0.22385872406313645,3
AON,PCG,-4.7889167821558845,0.0003947479829629227,0.09564702037359696,3
CMS,SLB,-4.742181283007955,0.00047654717050280986,0.25274640573122437,3
AXON,HIG,-4.727077767654482,0.000506237631890867,0.3515651159317381,3
TROW,MTD,-4.726094410285919,0.0005082300138277429,0.055433573023928935,3
PWR,TRV,-4.710317392493382,0.000541224647152681,0.6844582451312052,3
VMC,PNC,-4.70179901948726,0.0005598684689972294,0.05085744980465983,3
EVRG,PH,-4.701796541763915,0.000559873978894574,0.08665848655662657,3
PWR,PCG,-4.698525052159727,0.0005671937778127029,0.5893497429663268,3
ADBE,BBY,-4.67873891613033,0.0006134219050890892,0.09113367776475365,3
