Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
GOOGL,GOOG,-inf,0.0,7.136414104038914e-08,2
SPGI,HBAN,-5.148788355714482,8.688960611203238e-05,0.06645946017817134,3
HD,LOW,-5.078372481395558,0.00011784900309718992,0.03192263080371096,3
MAR,KEY,-4.981727599903608,0.00017785942659212403,0.059585448697077464,3
WFC,MTB,-4.968862830221139,0.0001877644078908942,0.036760910805813285,3
SRE,XEL,-4.8750270601900425,0.00027760241316250286,0.023450323556148244,1
STZ,BMY,-4.865756014220418,0.00028841697466401,0.030876742949414535,1
DTE,BMY,-4.814075527636166,0.0003564037242825859,0.04400243957484299,1
MSI,NVDA,-4.813548916110418,0.00035716889197147215,0.06499313047609509,2
COF,AVB,-4.706597681981956,0.0005492926789531722,0.0721082447477352,3
COF,DLTR,-4.600705889559301,0.0008326001432507608,0.0720568295852747,3
BEN,AXP,-4.559225696945615,0.0009771575563572103,0.03251110994400258,3
HD,KEY,-4.513797907365271,0.0011622612026416892,0.05968584387132243,3
AVB,CPT,-4.398022823495131,0.001792433561199221,0.02796086783239898,3
VZ,PRU,-4.396840690708945,0.0018002594675492094,0.038677088349666496,1
PRU,HIG,-4.331154022928653,0.0022884211581559407,0.030307347242862583,1
CF,MOS,-4.180844257982649,0.003899257433343623,0.11102047226081722,2
HST,LRCX,-4.1090172731885835,0.004989730703022023,0.04258745270697941,3
ITW,GWW,-4.085800186639384,0.005397616485981065,0.02301046953333951,1
FITB,RF,-4.054408684327173,0.005997310736846197,0.042247978460302656,3
