Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
BR,IDXX,-5.807611080549504,4.17257368795954e-06,0.08304540315292605,1
BR,FSLR,-5.464022705198484,2.1157704685712683e-05,0.18062391193224603,1
HAS,STLD,-5.101160389771625,0.00010682817427209698,0.05663162991832543,2
AMP,BLK,-5.024309413897541,0.00014850407386342513,0.027460092575308567,2
J,IR,-4.8769873779774935,0.00027536553753070367,0.06656960363297022,4
TRMB,QRVO,-4.845100637039685,0.0003139654441333739,0.03972968043721527,1
AMP,APTV,-4.841205783128805,0.0003190173356202436,0.0907630472278966,2
L,ALB,-4.831396550806789,0.0003320840402606401,0.158633292601639,2
C,SLB,-4.780011504905098,0.0004092318212163693,0.042024024005939506,3
CAT,HAS,-4.772511417373022,0.0004218185229201376,0.06023777389383419,2
HWM,ALB,-4.731283176011116,0.0004977998876588058,0.05949862299085619,2
AMP,HAS,-4.7284992946526945,0.0005033704942693552,0.03596452203195125,2
AMP,CTVA,-4.704919359444562,0.0005529699443100589,0.05839556805095751,2
COST,WMT,-4.6998551991577155,0.0005642068267609328,0.024974398923415936,0
NCLH,SPG,-4.689804613333093,0.0005871483152231926,0.08220054685189963,3
BLK,RJF,-4.667102035001954,0.0006422433339080786,0.039571914056722314,2
ROL,ZTS,-4.65683395809495,0.0006687282091659286,0.06414758046469862,0
HAS,NUE,-4.637434562198499,0.0007215922276965005,0.03478736527156121,2
A,QRVO,-4.627657211207416,0.0007497009562853212,0.051369622666028146,1
APTV,HAS,-4.617709541130886,0.0007793525487314397,0.10511348296434103,2
