Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
TXT,FMC,-7.229961246560146,2.408296247434926e-09,0.0452843873138592,3
TXT,UPS,-6.07309873634093,1.127260379083707e-06,0.08678466944816955,3
UPS,HST,-5.775495910152745,4.873187389633167e-06,0.13186518456203897,3
ETR,FAST,-5.699191706415291,7.026827505483219e-06,0.056345877067558364,3
AOS,MGM,-5.501196789777734,1.7821785691348273e-05,0.07655176359256577,3
LMT,MDLZ,-5.454452042798057,2.2109631965938478e-05,0.049205333902353564,3
ETR,STLD,-5.40548926078316,2.766284631685376e-05,0.13771857834380824,3
IPG,APD,-5.404013717975807,2.7849500494557325e-05,0.07078365679060117,3
RVTY,CINF,-5.286079125854624,4.741420613337939e-05,0.42372807357972636,3
O,STLD,-5.265578487638423,5.1951942133113506e-05,0.1419244918245212,3
FMC,HIG,-5.112093097366588,0.00010189735065162537,0.0934189123443347,3
AOS,RF,-5.088221707179347,0.00011295856137002486,0.15182789014245626,3
TT,HON,-5.063149822238062,0.00012580740361582408,0.03373628748610983,3
ITW,GWW,-4.952559496282792,0.00020107246666132265,0.02921236727511727,3
RTX,ITW,-4.950461219040209,0.000202849043754974,0.03497540830283179,3
TPR,MGM,-4.903161741953587,0.00024709038162039934,0.09147707280270735,3
PNR,PGR,-4.841420123220341,0.0003187373306746534,0.07797994927274407,3
FRT,STLD,-4.840132000315689,0.00032042359292538264,0.12700399134611673,3
ETR,FRT,-4.7711163499809235,0.0004241997321482217,0.029993066036985337,3
NDSN,FIS,-4.767040995822474,0.0004312288300824789,0.05174157078416964,3
