Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
WYNN,IDXX,-4.839219582412862,0.00032162313614624927,0.10154391803443251,2
RJF,PRU,-4.359758717103405,0.0020624584283247416,0.0325492724486387,3
PNC,SCHW,-4.336433042501912,0.0022450688628580014,0.08804016431910021,3
SYK,NVR,-4.2420859301012985,0.00314680511368931,0.03159434878104898,2
BSX,NVR,-4.239344136161482,0.003177412562130026,0.04690299439997151,2
ROK,PH,-4.0939370306482585,0.0052513365049326076,0.025638377320807672,4
CDNS,META,-4.06635031746337,0.005762400282337465,0.19420023124390476,2
CFG,KEY,-3.9878699815378886,0.007472474063800189,0.08231874909158403,3
DUK,PPL,-3.964423020067409,0.008065632647805578,0.0131691600149431,3
ADM,TPL,-3.951316593874291,0.008415350644998171,0.1389940624162122,3
BAC,FITB,-3.919016744026234,0.009336050639290192,0.05777889731336964,3
CVS,WRB,-3.868268148615899,0.010965616528019525,0.0464319824852897,3
GE,LW,-3.867624806009746,0.010987809162907773,0.10511746160589477,3
NVR,BKNG,-3.8534855893455235,0.01148576571014522,0.043950688307795124,2
BSX,LEN,-3.7895421098564857,0.013997194148325192,0.0569083947073856,2
SNPS,AMD,-3.7611266354066055,0.015261125780240772,0.10338961347563219,2
ORCL,AVGO,-3.7476453401678107,0.015895187581952956,0.054294436761663206,2
NWSA,NWS,-3.724547639627656,0.017035489530263487,0.003935410927220149,2
BAC,PNC,-3.622423240090013,0.02297890246838247,0.040696971471110996,3
PNC,HBAN,-3.6055096293069706,0.024119608204705066,0.04400327064074729,3
