Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
LULU,WMT,-6.113203660325063,9.215196789926188e-07,0.06561005170822619,1
WEC,NEE,-5.651884543210046,8.79892368784977e-06,0.008900073228874584,1
CHTR,ALGN,-5.510946587246837,1.7034685866195892e-05,0.031034786267116716,1
BAX,IRM,-5.420104965791934,2.5877923920823894e-05,0.07924551037812667,1
CDNS,ROK,-5.3877944935160595,2.998285651658498e-05,0.020873879610483925,1
GRMN,HSIC,-5.355435932482152,3.4718962159898265e-05,0.038741156965901996,1
IDXX,UNH,-5.249889611069798,5.570339356017201e-05,0.04072511534413296,1
FICO,AON,-5.243865601483845,5.7211812510101875e-05,0.030660678606754015,1
AEP,O,-5.171760179558022,7.859746717224108e-05,0.04050995360648454,1
UNH,CAG,-5.168499695592049,7.972644275889327e-05,0.027851276171461523,1
WMT,NEE,-5.125391511599486,9.619260324164978e-05,0.02491409535024928,1
INTU,GIS,-5.105720187827233,0.00010474452293292937,0.027727508937452357,1
OMC,WYNN,-5.09971166717714,0.00010749843731945129,0.1352976528402303,1
COO,CINF,-5.081106072766187,0.00011647178290865707,0.02972450180651401,1
CMS,XEL,-5.064421496971042,0.0001251234055843122,0.00957066897197496,1
ES,EXC,-5.031998829766735,0.00014372136075708618,0.061142403067146765,1
PLD,EFX,-5.02991038353018,0.00014500560924356624,0.02561724440510366,1
WMT,AEP,-5.008775111782719,0.0001586332027015652,0.02206636705757255,1
FICO,ITW,-4.965523043245583,0.0001904204053526136,0.026787866300529827,1
ROK,BRO,-4.960867441278994,0.0001941825408925897,0.02285473551848208,1
