Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
DFS,HBAN,-7.464848735729572,6.449899087705342e-10,0.12174706724420567,3
BK,DOW,-7.086012524754065,5.348119770329784e-09,0.07847923863578975,3
IPG,RJF,-6.612078755188935,6.964282276946485e-08,0.04363722020441545,3
AXP,RJF,-6.401248595104916,2.108695414141772e-07,0.04811472643923915,3
MET,HAL,-6.1786057448939875,6.620435837858833e-07,0.2662142502398283,3
MOS,OXY,-6.164450428719184,7.113173972151737e-07,0.2296973299484287,3
PFG,TRGP,-5.934324384279445,2.2467576955621827e-06,0.4033578150165245,3
SYF,HBAN,-5.7092290136963335,6.698070462300189e-06,0.09313839184461534,3
BG,MOS,-5.688204389316428,7.404638204137641e-06,0.11709051635412213,3
OMC,HBAN,-5.640291559233334,9.295246870004308e-06,0.09000310985659142,3
WYNN,MET,-5.618643113352275,1.029563318831845e-05,0.09848233669295407,3
EMR,APH,-5.598992382783462,1.1293380781350206e-05,0.0546766005890885,4
WYNN,GL,-5.546594198092898,1.4432873770787156e-05,0.13862914761957115,3
WYNN,HAL,-5.488955564828736,1.8859851279303214e-05,0.20338210285142144,3
AME,ON,-5.4857504522554885,1.9141147157962057e-05,0.11467937504002801,4
OMC,DFS,-5.471517652151243,2.0439969648386532e-05,0.20101779702997727,3
OKE,WY,-5.441252014508197,2.349058570150816e-05,0.26297083750392686,3
AMP,HLT,-5.414797561068175,2.6512853183427278e-05,0.0509568618687381,3
OMC,SLB,-5.3147373341282815,4.170436422554768e-05,0.22007001314641533,3
DFS,TRGP,-5.263568116752891,5.241873666810032e-05,0.3087686522246824,3
