Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
GOOGL,GOOG,-inf,0.0,5.5625410825139186e-08,0
CHD,KMB,-5.603649224872239,1.104879757245269e-05,0.014851163362333738,0
MLM,HON,-5.565583066572916,1.3208279015798985e-05,0.03173008859425959,2
ABT,DTE,-5.397529056565553,2.8684286046824738e-05,0.013130820423719903,0
BX,NTRS,-5.3563760275424315,3.4571735093370395e-05,0.03503657694332419,2
AME,AES,-5.298809261316362,4.479077122293255e-05,0.023598754668109727,2
PHM,AES,-5.271799775046093,5.053255675919913e-05,0.1567250599273711,2
J,MLM,-5.260960899459386,5.303011609360693e-05,0.025443139114923647,2
CMS,XEL,-5.252718958055854,5.500816830652549e-05,0.009457632074589249,0
DLTR,NI,-5.164154024350989,8.125534138974686e-05,0.04452350452402997,0
ABT,CMS,-5.154269997939792,8.483799179862339e-05,0.019422055285908395,0
MET,CSX,-5.134288357390393,9.25479990200066e-05,0.05171772513905726,2
AEP,WEC,-5.124884733930136,9.640428585407855e-05,0.011678613458443917,0
LYV,EMN,-5.021712530308937,0.00015015330877460233,0.03960662790736956,2
ROP,DHI,-5.010832928523892,0.00015725452827844094,0.04652331243857458,2
AME,PARA,-4.858639670830375,0.0002969879205473348,0.023775328645144853,2
JBHT,AME,-4.833054059497003,0.0003298410747479449,0.025488183882098465,2
ABT,PNW,-4.729801648181944,0.0005007571755429998,0.016854801329604274,0
UHS,HES,-4.716905993956959,0.0005272075064995278,0.054686622631721325,2
TFC,RJF,-4.653113045914201,0.0006785767665240814,0.024718399554526854,2
