Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
GOOGL,GOOG,-inf,0.0,6.574055226338637e-08,1
DFS,AIZ,-7.338783338526121,1.3110651808001417e-09,0.11328166003540338,2
CTSH,MTD,-6.694039202408033,4.500269920631463e-08,0.10315340794634487,1
COR,MTD,-6.444343349162149,1.6845234054154379e-07,0.03851184607019309,1
DLR,SBUX,-6.145390766344692,7.833598732609539e-07,0.0688453129868722,3
SYK,VTRS,-5.789900619797093,4.545848990840573e-06,0.04724578782787481,1
KMB,MTD,-5.6446945847184615,9.10362952055074e-06,0.04317748033906749,1
JCI,WELL,-5.61324781368304,1.0560737065033777e-05,0.03743635976993773,2
LIN,PH,-5.589536687938384,1.180622913340378e-05,0.04771627354138955,3
JCI,DOC,-5.540185686232528,1.487040380554606e-05,0.04886295280789231,2
PODD,HUM,-5.497403452711006,1.81374162461473e-05,0.14036959764924384,1
MTD,GPN,-5.430603444239228,2.466488037607179e-05,0.053564421666274134,1
K,MKC,-5.388405073449291,2.989976864832101e-05,0.019844927907539937,1
NVR,IP,-5.320639756213599,4.0613422940603627e-05,0.12814064277267406,2
EQIX,DIS,-5.319742934482417,4.077739553516487e-05,0.05304760996469165,3
RL,DLR,-5.316835635115809,4.131334723798304e-05,0.059002587003992364,3
RL,DD,-5.315204967514799,4.1616914104641145e-05,0.07003431595001218,3
ES,XEL,-5.296654936662821,4.522470716257276e-05,0.020297963043664664,0
PLD,ARE,-5.290400709890309,4.650747903003373e-05,0.10168768735387668,2
DD,EMN,-5.246592440619481,5.6524214864505206e-05,0.06908394475513126,3
