Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
GD,IT,-5.315296396802206,4.159983692310943e-05,0.024368754164554304,4
AMGN,WRB,-5.300075618106365,4.4537565162606124e-05,0.06343609739376493,4
TXT,WAT,-5.276857538979479,4.9406150176875656e-05,0.024585784584372244,4
COST,CAH,-5.242813923446526,5.747914200409982e-05,0.02527487484045291,4
CAH,PANW,-5.137906376857969,9.110398664324044e-05,0.11802842809077521,4
RMD,DGX,-5.127146888003953,9.546280902578169e-05,0.041765336231833795,4
WAT,TSCO,-5.033131352263907,0.00014302948270881465,0.06875021590772329,4
MCK,CHD,-5.009169433255442,0.00015836813021314697,0.03268829029684825,4
BSX,HOLX,-4.9569707720941905,0.00019738566513515042,0.026984505674076783,4
LMT,PANW,-4.954990390170638,0.00019903277701104454,0.11825454313952821,4
NOC,CSGP,-4.8921073941571755,0.00025867818945151565,0.03259273378969285,4
LMT,ROST,-4.872185584980565,0.0002808753840767782,0.082347500985487,4
CHD,UNH,-4.859476644989702,0.00029596747439621687,0.03130780775962197,4
MCK,FI,-4.849635466842622,0.0003081789952422589,0.024249546259578002,4
PCG,SPG,-4.83989395418741,0.0003207361395099047,0.03137164324380458,3
CTAS,CVS,-4.839488010215938,0.0003212697967774141,0.01839801440869076,4
MCK,CNC,-4.827541951938149,0.0003373561367151788,0.11438352810513622,4
MMM,DHR,-4.814106799373602,0.00035635833522388563,0.02056889726537843,4
CB,HIG,-4.811371005162273,0.0003603499463983274,0.02098010912478751,4
WST,CB,-4.7965685211278855,0.0003826914934649799,0.0613816834720064,4
