Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
WAB,CSX,-6.053911071119945,1.2409300309262963e-06,0.03948417490435348,4
TPL,V,-5.830775361341187,3.72904253096544e-06,0.1329484820433214,4
ISRG,V,-5.764375183997171,5.141444984963959e-06,0.040811442191612535,4
BSX,NTAP,-5.5635369098931,1.333524389683306e-05,0.038796606450571605,4
BSX,V,-5.173226895160051,7.809461051173378e-05,0.03507506093830285,4
RMD,CSGP,-4.717187029096357,0.0005266172882350737,0.041894034218104906,4
AXON,NDAQ,-4.681550315169494,0.0006066437800035857,0.30333975016623266,4
BSX,TPL,-4.667359973771637,0.0006415909055927153,0.10851130276783108,4
AEP,DUK,-4.664403212684672,0.000649107253231191,0.00816726903837768,3
BSX,ISRG,-4.6433120136168125,0.0007051750273534479,0.028068946833386475,4
SPGI,NOW,-4.62319129426691,0.0007628792492741902,0.05690012445874621,4
BRO,CSX,-4.621853708506461,0.0007668684176143554,0.04913028978312762,4
FICO,MSFT,-4.570963818067239,0.0009340290640161607,0.0304263292040055,4
EVRG,ATO,-4.514122315022011,0.0011608303033907102,0.011773772548168901,3
ADBE,NDAQ,-4.42819076664573,0.0016030940362597801,0.05212693992953637,4
ALGN,CDW,-4.414302898272811,0.001687820847279333,0.09287920634707876,4
VRSK,FTNT,-4.397285627786777,0.0017973101984605903,0.10443565102023174,4
TYL,PANW,-4.3134580718915645,0.002439453371803487,0.051163704169378724,4
BSX,STE,-4.288727104725627,0.002665986747020821,0.02391458685379095,4
IVZ,ITW,-4.2704168565586125,0.0028460384255092476,0.060373511783095156,4
