Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
POOL,CINF,-6.273221797951673,4.085125282455737e-07,0.10890506986319344,3
TFC,STLD,-5.903643682617376,2.6125640012454515e-06,0.06626005524920078,3
IPG,OMC,-5.50305826153889,1.7668845735878873e-05,0.05099047632347337,3
ARE,REG,-5.497978846828208,1.808919475267402e-05,0.01786622633132939,1
OMC,TGT,-5.488799246677916,1.8873477428341734e-05,0.02811686335082802,3
OMC,IEX,-5.4431603044876775,2.3285922050618686e-05,0.03213993230743557,3
WELL,PEP,-5.385142188746637,3.03463712919904e-05,0.026156289203431528,1
JBHT,CINF,-5.359933209063465,3.4020069410113775e-05,0.20666289665912665,3
IVZ,RJF,-5.2930279691778885,4.596441301509377e-05,0.09030113855506033,3
HIG,MCD,-5.285361643329479,4.756637842826095e-05,0.06268097717906604,3
KMX,DLTR,-5.254858701213044,5.448793169863909e-05,0.13553681277376778,3
CMI,STLD,-5.2431374699098745,5.7396771253616043e-05,0.17187592331600013,3
EVRG,DVA,-5.21437397744197,6.518010965013126e-05,0.05026751103924581,1
TGT,IEX,-5.198066513081511,7.003243358605601e-05,0.029032757246805964,3
RTX,STLD,-5.118354337268281,9.917223203070974e-05,0.02883063267655045,3
DHR,SHW,-5.08757124283905,0.00011327546375453315,0.020419790075238236,3
IVZ,BBY,-5.073920606505327,0.00012012527005203734,0.04771126996680451,3
TGT,CCL,-5.0698555820042515,0.00012224036499174077,0.03720529351938056,3
A,URI,-5.057032054669354,0.0001291481785602172,0.04907458053412977,3
ROP,STLD,-5.012366023167174,0.0001562348336501247,0.055191868825631936,3
