Asset 1,Asset 2,T Statistic,P-Value,Volatility,Cluster
GOOGL,GOOG,-inf,0.0,5.659203307209261e-08,1
ORCL,PNR,-5.693025802504184,7.236484350604616e-06,0.03751215288567912,3
MRK,UNP,-5.588840070331863,1.1844890113805743e-05,0.016603253812683003,3
WAB,CF,-5.477183646102909,1.9913035362680175e-05,0.03271293493929291,3
UHS,WST,-5.444414305058123,2.3152368348834417e-05,0.051761817580563446,3
JCI,WDC,-5.321187249735633,4.0513632523383954e-05,0.050772808461096205,3
DFS,HON,-5.273746157111376,5.009619187121019e-05,0.01568878656526121,3
TDY,DAL,-5.259102637183402,5.3470042160127604e-05,0.11899851274204158,3
EG,CE,-5.200607985080374,6.925407567444075e-05,0.020106668069663117,3
WST,PPG,-5.200350210880438,6.933264278987517e-05,0.05164654782376443,3
TDY,SPGI,-5.196810388649666,7.04202272738261e-05,0.06246356023929978,3
CF,CTSH,-5.187631724683938,7.331700699742074e-05,0.05480865466940488,3
INTU,DHR,-5.184064995354351,7.447318838030192e-05,0.022560110840722347,3
NSC,GPN,-5.128926609860454,9.47283020985538e-05,0.054951186564355554,3
USB,WDC,-5.128710014857518,9.481740296538058e-05,0.07762256485599854,3
LVS,CF,-5.119707198888248,9.859264407507841e-05,0.0564315969905853,3
FDX,PPG,-5.093509936688025,0.00011041342184670374,0.04965016823370878,3
CTAS,FIS,-5.076381600322887,0.00011886181134677781,0.04072999495909412,3
VMC,TRGP,-5.04085234130631,0.00013839656672307097,0.043483281107474785,3
CMG,PPG,-5.0215025680139505,0.00015028741250958626,0.06716135909936553,3
