Asset 1,Asset 2,T Statistic,P-Value,Volatility
MMC,WM,-5.668671083697106,8.12548886662082e-06,0.021522091057388126
IR,TSCO,-5.315000141537383,4.1655196012458624e-05,0.02354591163492665
IR,ON,-5.210160834387116,6.640190825843342e-05,0.1294709211926509
NEE,ROK,-4.928274164121958,0.00022257116875506192,0.024183427691962002
APH,COST,-4.9087671923316245,0.00024140448897656987,0.04726296774083542
FAST,MLM,-4.908099663972361,0.0002420750195995615,0.023656512659014164
CFG,MTB,-4.658257527439177,0.0006649959669777588,0.01853521859343389
GOOGL,IT,-4.617170913985612,0.000780989081394608,0.0564410688789109
MSI,WM,-4.567905976313376,0.0009450891899522474,0.02442932209844613
PAYX,STE,-4.515056709509351,0.0011567180617332762,0.027233162634138178
TMO,WM,-4.461699018117239,0.0014146816504681454,0.05429518367930334
LKQ,LOW,-4.444123911384725,0.0015107682535403007,0.05270265389088197
ON,TSCO,-4.426838955238308,0.0016111639789154364,0.12430705681254581
GOOGL,FTNT,-4.367945429862781,0.002001698848032517,0.072334498764597
BLDR,ON,-4.300060636096936,0.0025598658773451073,0.05548389264591325
VRSK,WM,-4.298518042311266,0.0025740770096501237,0.03672343033906052
AMD,MSFT,-4.290365198472195,0.0026504017089006957,0.12087751671620285
CPT,COST,-4.287643190875134,0.0026763456656475593,0.03704699685280925
DHR,WST,-4.258859898924977,0.002965380371110089,0.025600924896878017
AMP,JBHT,-4.245915614990149,0.0031045068798664127,0.025924191537396772
